KEY,DATE,Actual_Sales,Predicted_Sales,Raw_Prediction,Absolute_Error,Percent_Error,DISCOUNT,is_eoss,Discount_Bin
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_TROUSER_BLACK_nan,2025-02-09,1.0,4.090906143188477,4.090906143188477,3.0909061431884766,309.0875234436132,0.0183989326217477,0.0,0-5%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_TROUSER_BLACK_nan,2025-02-16,2.0,3.8978323936462402,3.8978323936462402,1.8978323936462402,94.89114522658588,0.0,0.0,0-5%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2024-12-22,4.0,2.2792558670043945,2.2792558670043945,1.7207441329956055,43.018495778650696,0.5529505716207128,1.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2024-12-29,3.0,1.9214026927947998,1.9214026927947998,1.0785973072052002,35.953123729760904,0.3999999999999999,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-01-05,4.0,1.63312566280365,1.63312566280365,2.36687433719635,59.1717105006325,0.2117602555480834,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-01-12,4.0,1.5771965980529785,1.5771965980529785,2.4228034019470215,60.569933623841486,0.2823470073974444,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-01-19,2.0,1.4997801780700684,1.4997801780700684,0.5002198219299316,25.01086604216637,0.3888853604318831,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-01-26,6.0,1.4695950746536255,1.4695950746536255,4.5304049253463745,75.5066229114014,0.5,1.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-02-02,1.0,1.270541787147522,1.270541787147522,0.270541787147522,27.053908175670436,0.3,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-02-09,1.0,1.2328630685806274,1.2328630685806274,0.23286306858062744,23.28607399732277,0.0,0.0,0-5%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_TURQ_SHORT_SLEEVE,2025-02-16,0.0,1.1012903451919556,1.1012903451919556,1.1012903451919556,11012903.451919554,0.0,0.0,0-5%
